,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge,CreditScoreByAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
473,785,28,8,0.0,2,1,0,77231.27,0,0.2857142857142857,28.035714285714285,1,0,0,0,1
2129,702,34,4,100054.77,1,1,0,109496.45,0,0.11764705882352941,20.647058823529413,1,0,0,0,1
6556,840,51,1,87779.83,1,0,1,36687.11,1,0.0196078431372549,16.470588235294116,0,1,0,1,0
6998,666,47,5,0.0,1,0,0,166650.9,1,0.10638297872340426,14.170212765957446,0,0,1,1,0
1055,545,74,3,0.0,2,1,1,161326.73,0,0.04054054054054054,7.364864864864865,0,0,1,1,0
3274,629,31,6,0.0,1,1,1,16447.6,1,0.1935483870967742,20.29032258064516,1,0,0,1,0
4961,689,45,0,130170.82,2,1,0,150856.38,0,0.0,15.311111111111112,0,1,0,0,1
5363,771,51,5,135506.58,3,1,1,152479.64,1,0.09803921568627451,15.117647058823529,0,0,1,0,1
5816,547,43,1,92350.36,1,0,1,80262.91,0,0.023255813953488372,12.720930232558139,1,0,0,0,1
811,681,65,7,134714.7,2,0,1,190419.81,0,0.1076923076923077,10.476923076923077,0,0,1,0,1
4573,645,24,3,34547.82,1,1,1,11638.17,0,0.125,26.875,1,0,0,1,0
6137,652,51,3,0.0,1,1,0,173989.47,1,0.058823529411764705,12.784313725490197,1,0,0,1,0
2388,762,34,4,88815.56,2,1,0,68562.26,1,0.11764705882352941,22.41176470588235,0,1,0,0,1
9648,608,40,7,96202.32,1,0,0,161154.85,0,0.175,15.2,0,1,0,1,0
6225,598,32,9,123938.6,2,1,0,198894.42,0,0.28125,18.6875,0,1,0,0,1
111,538,39,7,108055.1,2,1,0,27231.26,0,0.1794871794871795,13.794871794871796,0,1,0,0,1
8909,670,29,9,0.0,2,1,0,27359.19,0,0.3103448275862069,23.103448275862068,0,0,1,1,0
1745,529,30,2,116295.29,1,1,0,75285.47,0,0.06666666666666667,17.633333333333333,1,0,0,0,1
7851,758,68,6,112595.85,1,1,0,35865.44,1,0.08823529411764706,11.147058823529411,0,1,0,0,1
1452,687,35,3,99587.43,1,1,1,1713.1,1,0.08571428571428572,19.62857142857143,1,0,0,1,0
319,429,24,4,95741.75,1,1,0,46170.75,0,0.16666666666666666,17.875,1,0,0,0,1
8593,610,36,7,115462.02,1,0,1,42581.04,0,0.19444444444444445,16.944444444444443,0,1,0,0,1
3333,619,41,5,92467.58,1,1,0,38270.47,0,0.12195121951219512,15.097560975609756,0,1,0,1,0
1922,625,36,9,108546.16,3,1,0,133807.77,1,0.25,17.36111111111111,1,0,0,0,1
5865,663,39,4,0.0,1,1,0,76884.05,0,0.10256410256410256,17.0,1,0,0,0,1
9528,739,34,9,0.0,1,1,0,60584.33,0,0.2647058823529412,21.735294117647058,1,0,0,0,1
3685,695,39,5,0.0,2,0,0,102763.69,0,0.1282051282051282,17.82051282051282,0,0,1,1,0
4275,536,32,7,178011.5,2,1,0,22375.14,0,0.21875,16.75,1,0,0,0,1
4889,691,41,8,109153.96,3,1,1,148848.76,1,0.1951219512195122,16.853658536585368,0,1,0,1,0
5225,615,66,7,0.0,2,1,1,74580.8,0,0.10606060606060606,9.318181818181818,1,0,0,0,1
7472,448,36,6,83947.12,2,1,0,81999.53,0,0.16666666666666666,12.444444444444445,1,0,0,1,0
3605,588,34,10,129417.82,1,1,0,153727.32,0,0.29411764705882354,17.294117647058822,0,1,0,1,0
1052,607,38,3,98205.77,1,1,0,176318.27,0,0.07894736842105263,15.973684210526315,0,1,0,0,1
4156,605,43,8,125338.8,2,1,0,23970.13,0,0.18604651162790697,14.069767441860465,0,1,0,1,0
9676,585,34,1,0.0,1,1,1,75503.6,0,0.029411764705882353,17.205882352941178,1,0,0,1,0
99,413,34,9,0.0,2,0,0,6534.18,0,0.2647058823529412,12.147058823529411,1,0,0,0,1
7508,566,54,4,118614.6,2,1,1,172601.62,0,0.07407407407407407,10.481481481481481,0,1,0,0,1
1456,639,28,8,0.0,2,1,0,126561.07,0,0.2857142857142857,22.821428571428573,0,0,1,0,1
7688,713,45,4,131038.14,1,1,0,74005.04,1,0.08888888888888889,15.844444444444445,0,1,0,0,1
4004,530,41,4,0.0,2,0,1,147606.71,0,0.0975609756097561,12.926829268292684,0,0,1,1,0
6866,675,32,8,197436.82,1,1,1,52710.7,0,0.25,21.09375,0,0,1,0,1
4509,572,35,1,139979.07,1,1,0,185662.84,0,0.02857142857142857,16.34285714285714,0,1,0,1,0
3299,825,34,9,0.0,2,1,1,31933.06,0,0.2647058823529412,24.264705882352942,1,0,0,0,1
3799,458,35,5,166492.48,1,1,0,135287.74,0,0.14285714285714285,13.085714285714285,0,0,1,1,0
4281,554,41,4,112152.89,1,0,1,36242.19,0,0.0975609756097561,13.512195121951219,0,0,1,1,0
9051,671,31,6,105864.6,2,1,0,145567.34,0,0.1935483870967742,21.64516129032258,0,1,0,1,0
6462,467,57,1,0.0,2,1,1,114448.77,0,0.017543859649122806,8.192982456140351,1,0,0,0,1
7912,642,35,2,133161.95,1,0,1,122254.86,0,0.05714285714285714,18.34285714285714,1,0,0,0,1
1414,485,30,5,156771.68,1,1,1,141148.21,0,0.16666666666666666,16.166666666666668,0,1,0,1,0
540,833,37,8,151226.18,2,1,1,136129.49,0,0.21621621621621623,22.513513513513512,1,0,0,0,1
5815,802,41,4,90757.64,2,0,1,169183.66,0,0.0975609756097561,19.5609756097561,0,1,0,1,0
8199,810,32,9,120879.73,2,0,1,78896.59,0,0.28125,25.3125,1,0,0,0,1
3680,850,22,3,0.0,1,1,1,144385.54,0,0.13636363636363635,38.63636363636363,0,0,1,0,1
754,838,39,5,166733.92,2,1,0,14279.44,0,0.1282051282051282,21.487179487179485,0,0,1,1,0
4196,625,57,7,0.0,1,0,0,84106.17,1,0.12280701754385964,10.964912280701755,0,0,1,1,0
2650,587,33,5,100116.82,1,1,0,34215.58,0,0.15151515151515152,17.78787878787879,1,0,0,0,1
4522,629,39,5,0.0,2,0,0,116748.14,0,0.1282051282051282,16.128205128205128,0,0,1,0,1
9519,610,27,2,0.0,2,1,0,14546.76,0,0.07407407407407407,22.59259259259259,1,0,0,1,0
3118,451,33,6,0.0,2,1,0,184954.11,0,0.18181818181818182,13.666666666666666,1,0,0,0,1
3728,675,66,5,115654.47,2,1,1,131970.86,0,0.07575757575757576,10.227272727272727,0,0,1,0,1
3886,710,34,8,147833.3,2,0,1,1561.58,0,0.23529411764705882,20.88235294117647,0,1,0,0,1
7107,711,45,1,97486.15,2,1,0,50610.62,0,0.022222222222222223,15.8,0,1,0,1,0
8068,619,29,4,98955.87,1,0,1,131712.51,0,0.13793103448275862,21.344827586206897,0,1,0,0,1
7325,761,34,2,0.0,2,1,0,61251.25,0,0.058823529411764705,22.38235294117647,0,0,1,1,0
8483,433,34,9,152806.74,1,1,0,19687.99,0,0.2647058823529412,12.735294117647058,0,0,1,0,1
8767,552,29,10,0.0,2,1,0,12186.83,0,0.3448275862068966,19.03448275862069,1,0,0,0,1
6500,582,43,5,153313.67,1,0,0,170563.73,0,0.11627906976744186,13.534883720930232,1,0,0,1,0
8426,514,26,1,0.0,2,0,0,121551.93,0,0.038461538461538464,19.76923076923077,1,0,0,0,1
7963,630,37,6,0.0,2,1,1,82647.65,0,0.16216216216216217,17.027027027027028,1,0,0,0,1
601,762,26,7,123709.46,2,1,1,169654.57,0,0.2692307692307692,29.307692307692307,0,0,1,1,0
9249,787,39,7,171646.76,1,0,1,100791.36,0,0.1794871794871795,20.17948717948718,0,0,1,1,0
8919,673,32,8,121240.76,1,1,0,116969.73,0,0.25,21.03125,1,0,0,0,1
6814,445,25,6,0.0,2,1,0,119425.94,0,0.24,17.8,1,0,0,0,1
5411,642,40,7,0.0,2,1,0,10712.82,0,0.175,16.05,1,0,0,1,0
8747,579,29,10,73194.52,2,1,1,129209.09,0,0.3448275862068966,19.96551724137931,1,0,0,1,0
5522,817,37,6,81070.34,2,1,0,80985.88,0,0.16216216216216217,22.08108108108108,1,0,0,1,0
1044,670,38,4,119624.54,2,1,1,110472.12,0,0.10526315789473684,17.63157894736842,1,0,0,1,0
7334,616,18,6,0.0,2,1,1,27308.58,0,0.3333333333333333,34.22222222222222,1,0,0,0,1
1557,515,37,2,90432.92,1,1,1,188366.04,1,0.05405405405405406,13.91891891891892,0,1,0,0,1
3739,627,32,1,0.0,1,1,0,106851.7,0,0.03125,19.59375,1,0,0,1,0
3522,659,38,9,0.0,2,1,1,132809.18,0,0.23684210526315788,17.342105263157894,1,0,0,1,0
180,850,45,2,122311.21,1,1,1,19482.5,0,0.044444444444444446,18.88888888888889,0,0,1,1,0
2115,404,54,4,125456.07,1,1,0,83715.66,1,0.07407407407407407,7.481481481481482,0,1,0,1,0
1699,696,31,8,122021.92,2,1,0,33828.64,0,0.25806451612903225,22.451612903225808,0,1,0,1,0
1379,668,32,10,92041.87,1,1,1,43595.9,0,0.3125,20.875,0,1,0,1,0
7229,716,29,6,0.0,2,1,1,98998.61,0,0.20689655172413793,24.689655172413794,1,0,0,1,0
9143,676,34,8,100359.54,1,0,0,46038.28,0,0.23529411764705882,19.88235294117647,1,0,0,1,0
618,546,42,7,139070.51,1,1,1,86945.0,0,0.16666666666666666,13.0,0,0,1,0,1
3181,575,37,9,133292.45,1,1,0,111175.09,0,0.24324324324324326,15.54054054054054,0,0,1,1,0
9851,671,28,8,119859.52,2,1,0,125422.66,0,0.2857142857142857,23.964285714285715,0,1,0,0,1
1600,517,28,2,115062.61,1,1,0,179056.23,0,0.07142857142857142,18.464285714285715,1,0,0,0,1
5963,850,40,7,104449.8,1,1,1,747.88,0,0.175,21.25,0,1,0,1,0
1615,685,21,6,97956.5,1,1,1,164966.27,0,0.2857142857142857,32.61904761904762,0,1,0,1,0
5920,698,36,6,0.0,2,0,1,19231.98,0,0.16666666666666666,19.38888888888889,1,0,0,0,1
9591,708,40,8,83015.71,1,1,0,101089.76,0,0.2,17.7,0,0,1,0,1
3891,723,28,5,91938.31,1,1,0,143481.85,0,0.17857142857142858,25.821428571428573,0,1,0,1,0
2083,534,24,1,0.0,1,1,1,169653.32,0,0.041666666666666664,22.25,1,0,0,0,1
4574,659,32,9,0.0,2,1,1,93155.75,0,0.28125,20.59375,1,0,0,1,0
5594,688,40,6,0.0,1,1,1,47886.44,0,0.15,17.2,1,0,0,0,1
5121,677,35,0,0.0,2,0,0,76637.38,0,0.0,19.34285714285714,0,0,1,1,0
4587,500,34,6,0.0,1,1,1,140268.45,0,0.17647058823529413,14.705882352941176,1,0,0,1,0
4902,652,30,2,176166.56,2,1,1,152210.81,0,0.06666666666666667,21.733333333333334,1,0,0,0,1
8252,744,56,9,0.0,2,1,1,169498.61,0,0.16071428571428573,13.285714285714286,1,0,0,0,1
5916,633,39,2,0.0,2,0,0,191207.03,0,0.05128205128205128,16.23076923076923,0,0,1,1,0
5129,588,42,2,164307.77,1,1,0,48498.19,0,0.047619047619047616,14.0,0,1,0,1,0
8334,705,37,10,0.0,2,1,1,13935.53,1,0.2702702702702703,19.054054054054053,1,0,0,1,0
1918,768,28,3,109118.05,2,0,1,50911.41,0,0.10714285714285714,27.428571428571427,1,0,0,1,0
8330,815,38,2,48387.0,1,1,0,184796.84,0,0.05263157894736842,21.44736842105263,0,0,1,1,0
5707,746,25,9,0.0,2,0,1,88728.47,0,0.36,29.84,1,0,0,0,1
5384,727,28,1,0.0,1,1,0,40357.39,0,0.03571428571428571,25.964285714285715,0,0,1,0,1
6336,536,35,4,121520.36,1,0,0,77178.42,0,0.11428571428571428,15.314285714285715,0,1,0,1,0
2054,747,41,5,0.0,2,1,1,22750.17,0,0.12195121951219512,18.21951219512195,1,0,0,0,1
7612,678,28,5,138668.18,1,1,1,54144.01,0,0.17857142857142858,24.214285714285715,0,0,1,0,1
9209,560,24,1,116084.32,1,1,0,89734.7,0,0.041666666666666664,23.333333333333332,1,0,0,0,1
3963,607,31,8,0.0,2,1,1,43196.5,0,0.25806451612903225,19.580645161290324,1,0,0,0,1
1126,663,33,8,122528.18,1,1,0,196260.3,0,0.24242424242424243,20.09090909090909,0,0,1,1,0
3428,641,35,4,0.0,2,0,0,125986.18,0,0.11428571428571428,18.314285714285713,1,0,0,1,0
4601,642,30,8,134497.27,1,0,0,43250.54,0,0.26666666666666666,21.4,0,1,0,0,1
3721,731,41,9,152243.57,1,1,1,88783.59,0,0.21951219512195122,17.829268292682926,1,0,0,1,0
2389,655,35,1,82231.51,2,1,0,88798.02,0,0.02857142857142857,18.714285714285715,0,0,1,1,0
1322,700,44,2,58781.76,1,1,0,16874.92,0,0.045454545454545456,15.909090909090908,1,0,0,1,0
1603,576,36,8,166287.85,1,1,1,23305.85,0,0.2222222222222222,16.0,0,1,0,1,0
7224,751,34,8,127095.14,2,0,0,479.54,0,0.23529411764705882,22.08823529411765,0,0,1,1,0
7425,552,33,3,144962.74,1,1,0,58844.84,1,0.09090909090909091,16.727272727272727,0,1,0,0,1
4336,580,38,9,115442.19,2,1,0,128481.5,1,0.23684210526315788,15.263157894736842,0,1,0,0,1
5593,617,50,7,0.0,1,1,0,184839.7,1,0.14,12.34,0,0,1,0,1
4411,657,42,5,41473.33,1,1,0,112979.6,1,0.11904761904761904,15.642857142857142,0,0,1,0,1
5858,570,30,10,176173.52,1,1,0,97045.32,1,0.3333333333333333,19.0,1,0,0,1,0
9343,845,43,3,152063.59,2,1,0,97910.06,0,0.06976744186046512,19.651162790697676,0,1,0,1,0
3991,496,59,7,91680.1,2,1,0,163141.18,1,0.11864406779661017,8.40677966101695,0,1,0,1,0
6079,609,31,9,103837.75,1,1,1,150218.11,0,0.2903225806451613,19.64516129032258,0,1,0,0,1
1559,760,42,0,77992.97,2,1,1,97906.38,0,0.0,18.095238095238095,0,1,0,0,1
4682,809,24,7,109558.36,1,1,0,183515.13,0,0.2916666666666667,33.708333333333336,1,0,0,0,1
7557,426,34,9,0.0,2,1,0,107876.91,0,0.2647058823529412,12.529411764705882,1,0,0,0,1
3772,745,34,7,132944.53,1,1,1,31802.92,0,0.20588235294117646,21.91176470588235,0,0,1,0,1
8779,701,34,3,105588.66,1,0,1,74694.41,0,0.08823529411764706,20.61764705882353,1,0,0,1,0
3457,657,36,8,188241.05,2,0,0,183058.51,1,0.2222222222222222,18.25,0,0,1,0,1
8383,493,36,5,148667.81,2,1,0,56092.51,0,0.1388888888888889,13.694444444444445,1,0,0,1,0
1354,611,52,7,0.0,1,0,1,73585.18,1,0.1346153846153846,11.75,0,0,1,0,1
45,776,32,4,109421.13,2,1,1,126517.46,0,0.125,24.25,0,1,0,1,0
9872,588,37,2,0.0,2,0,1,187816.59,0,0.05405405405405406,15.891891891891891,0,0,1,0,1
748,727,38,2,62276.99,1,1,1,59280.79,0,0.05263157894736842,19.13157894736842,0,0,1,0,1
7917,613,38,9,126265.88,2,0,0,15859.95,0,0.23684210526315788,16.13157894736842,0,1,0,0,1
4241,793,63,0,0.0,2,0,1,27166.75,0,0.0,12.587301587301587,0,0,1,0,1
5628,681,44,3,105206.7,2,1,1,163558.36,0,0.06818181818181818,15.477272727272727,0,1,0,1,0
4657,687,48,4,0.0,2,1,1,170893.85,0,0.08333333333333333,14.3125,1,0,0,0,1
4238,655,39,6,94631.26,2,1,1,148948.52,0,0.15384615384615385,16.794871794871796,1,0,0,1,0
3460,470,39,5,117469.91,2,0,0,63705.9,0,0.1282051282051282,12.051282051282051,0,1,0,0,1
7381,620,25,8,141825.88,1,1,1,73857.94,1,0.32,24.8,0,1,0,1,0
5549,779,33,3,0.0,2,1,0,30804.68,0,0.09090909090909091,23.606060606060606,0,0,1,0,1
7075,778,34,7,109564.1,1,0,1,113046.81,0,0.20588235294117646,22.88235294117647,1,0,0,1,0
5838,669,51,3,88827.53,1,0,0,85250.77,1,0.058823529411764705,13.117647058823529,0,0,1,0,1
8091,768,29,2,95984.69,2,1,1,73686.75,0,0.06896551724137931,26.482758620689655,1,0,0,0,1
5474,651,34,9,0.0,2,1,0,138113.71,0,0.2647058823529412,19.147058823529413,1,0,0,1,0
3614,558,36,0,126606.63,2,1,1,172363.52,0,0.0,15.5,0,1,0,1,0
7501,681,58,8,93173.88,1,1,1,139761.25,0,0.13793103448275862,11.741379310344827,1,0,0,1,0
7053,755,43,6,165048.5,3,1,0,16929.41,1,0.13953488372093023,17.558139534883722,0,1,0,0,1
7367,606,42,10,0.0,2,1,0,177938.52,0,0.23809523809523808,14.428571428571429,0,0,1,0,1
8019,683,73,8,137732.23,2,1,1,133210.44,0,0.1095890410958904,9.356164383561644,1,0,0,1,0
9638,744,50,1,121498.11,2,0,1,106061.47,1,0.02,14.88,0,1,0,1,0
9055,630,55,2,0.0,1,1,1,106202.07,1,0.03636363636363636,11.454545454545455,1,0,0,0,1
664,661,41,1,0.0,2,0,1,131300.68,0,0.024390243902439025,16.121951219512194,1,0,0,1,0
2319,636,37,9,157098.52,1,1,1,153535.27,0,0.24324324324324326,17.18918918918919,0,1,0,1,0
3542,692,34,4,109699.08,1,1,1,37898.91,0,0.11764705882352941,20.352941176470587,0,0,1,1,0
3677,631,33,2,0.0,2,1,1,158268.84,0,0.06060606060606061,19.12121212121212,0,0,1,0,1
9599,749,32,7,79523.13,1,0,1,157648.12,0,0.21875,23.40625,0,1,0,1,0
3091,656,37,2,0.0,2,0,1,67840.81,0,0.05405405405405406,17.72972972972973,1,0,0,0,1
675,563,39,5,0.0,2,1,1,17603.81,0,0.1282051282051282,14.435897435897436,1,0,0,1,0
